Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),Canopy (avg),Area (m2),biomass_kg/m2,Notes,mort_status,,,southern species,code,Scientific Name,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,7,BRCA,central,,A,83.82,80.01,68.58,0.74295,0.4335,0.6541,0.005437827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,8,SAAP,central,,A,170.18,259.08,302.26,2.8067,6.1868,18.9518,0.12569313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,9,ISME,central,,A,152.4,215.9,167.64,1.9177,2.8883,7.9231,0.054056938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,1,SPAM,south,,A,43.18,35.56,30.48,0.3302,0.0856,0.0666,0.000760935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,2,SPAM,south,,A,69.85,38.1,40.64,0.3937,0.1217,0.1531,0.001373938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,3,BOBA,central,,A,88.9,114.3,109.22,1.1176,0.9810,1.5697,0.012753419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,4,ENCA,central,,A,33.02,215.9,25.4,1.2065,1.1432,0.6795,0.009113561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,5,ENCA,central,,A,82.55,177.8,142.24,1.6002,2.0111,2.9882,0.024996503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,6,COFI,central,,D,92.71,144.78,124.46,1.3462,1.4233,2.3752,0.018992364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,7,COFI,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,8,SAAP,central,,A,170.18,152.4,142.24,1.4732,1.7045,5.2213,0.034629241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,9,ISME,central,,D,170.18,251.46,213.36,2.3241,4.2422,12.9947,0.086184501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,1,EUMI,south,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,2,HEWH,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,3,BRCA,central,,A,49.53,27.94,15.24,0.2159,0.0366,0.0326,0.000346233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,4,BAPI,central,,D,193.04,299.72,213.36,2.5654,5.1688,17.9600,0.115644005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,5,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,6,HEWH,central,,D,20.32,24.13,27.94,0.26035,0.0532,0.0195,0.000363527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,7,STPU,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,8,ACGL,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,9,ACGL,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,1,ISME,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,2,SODO,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,3,AGSH,south,,D,22.86,16.51,17.78,0.17145,0.0231,0.0095,0.000162928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,4,STPU,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,5,BEEM,south,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,6,BEEM,south,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,7,BOBA,central,,D,116.84,134.62,121.92,1.2827,1.2922,2.7176,0.020049144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,8,ACGL,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,9,ATLE,central,,A,69.85,77.47,92.71,0.8509,0.5686,0.7149,0.006417907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,1,LECO,central,,A,64.77,99.06,88.9,0.9398,0.6937,0.8087,0.007511875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,2,ARCA,central,,A,101.6,139.7,106.68,1.2319,1.1919,2.1797,0.016857774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,3,STPU,central,,A,60.96,35.56,20.32,0.2794,0.0613,0.0673,0.000642919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,4,STPU,central,,A,52.07,22.86,27.94,0.254,0.0507,0.0475,0.000490798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,5,AMFR,south,,D,50.8,38.1,25.4,0.3175,0.0792,0.0724,0.000757822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,6,SODO,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,7,AGSH,south,,A,31.75,31.75,31.75,0.3175,0.0792,0.0452,0.000622084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,8,LYCA,south,,A,35.56,48.26,46.99,0.47625,0.1781,0.1140,0.001460771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,9,LEGI,central,,A,83.82,121.92,106.68,1.143,1.0261,1.5481,0.012870596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,1,LECO,central,,A,53.34,121.92,132.08,1.27,1.2667,1.2162,0.012414727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,2,LECO,central,,A,127,137.16,104.14,1.2065,1.1432,2.6134,0.018783187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,3,BOBA,central,,A,109.22,147.32,129.54,1.3843,1.5050,2.9588,0.022318901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,4,PEAR,south,,A,93.98,86.36,77.216,0.81788,0.5254,0.8887,0.007070388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,5,STPU,central,,A,64.77,43.18,25.4,0.3429,0.0923,0.1077,0.001000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,6,EPCA,central,SD,A,58.42,78.74,63.5,0.7112,0.3972,0.4177,0.00407488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,7,BAPI,central,,A,154.94,182.88,190.5,1.8669,2.7373,7.6341,0.05185667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,8,EUMI,south,,A,50.8,52.07,44.45,0.4826,0.1829,0.1673,0.001750872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,9,BRCA,central,,D,48.26,26.67,13.97,0.2032,0.0324,0.0282,0.000302991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,1,ERFA,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,2,ATLE,central,,A,119.38,215.9,264.16,2.4003,4.5249,9.7233,0.071240789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,3,BAPI,central,,A,142.24,152.4,157.48,1.5494,1.8854,4.8272,0.033563189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,4,PEAR,south,,A,86.36,68.58,58.42,0.635,0.3167,0.4923,0.0040448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,5,STPU,central,,A,12.7,22.86,22.86,0.2286,0.0410,0.0094,0.000252122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,6,EPCA,central,SB,D,60.96,147.32,160.02,1.5367,1.8546,2.0350,0.019448301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,7,ISME,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,8,ERFA,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,9,ERFA,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,1,ERFA,central,,D,68.58,78.74,81.28,0.8001,0.5028,0.6206,0.005616999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,2,COFI,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,3,COFI,central,,D,27.94,43.18,35.56,0.3937,0.1217,0.0612,0.000914774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,4,BEEM,south,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,5,BEEM,south,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,6,ARCA,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,7,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,8,STPU,central,,A,35.56,101.6,76.2,0.889,0.6207,0.3973,0.005089975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,9,ATLE,central,,A,114.3,208.28,154.94,1.8161,2.5903,5.3294,0.039598511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,1,RHIN,central,,A,60.96,83.82,114.3,0.9906,0.7707,0.8457,0.008081652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,2,RHIN,central,,A,119.38,152.4,116.84,1.3462,1.4233,3.0584,0.022408709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,3,STPU,central,,A,55.88,58.42,35.56,0.4699,0.1734,0.1744,0.001739219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,4,EUMI,south,,A,30.48,30.48,33.02,0.3175,0.0792,0.0434,0.000613035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,5,AGSH,south,,A,27.94,27.94,27.94,0.2794,0.0613,0.0308,0.000460719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,6,BOBA,central,,D,20.32,38.1,12.7,0.254,0.0507,0.0185,0.00034601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,7,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,8,SPAM,central,,A,144.78,223.52,111.76,1.6764,2.2072,5.7519,0.039795404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,9,BAPI,central,,A,66.04,218.44,193.04,2.0574,3.3244,3.9518,0.03638101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,1,SAAP,central,,D,81.28,96.52,127,1.1176,0.9810,1.4352,0.012080679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,2,ENCA,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,3,ENCA,central,,A,63.5,172.72,198.12,1.8542,2.7002,3.0863,0.028932263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,4,LYCA,south,,A,7.62,15.24,7.62,0.1143,0.0103,0.0014,5.83393E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,5,BRCA,central,,D,71.12,63.5,40.64,0.5207,0.2129,0.2726,0.002427658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,6,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,7,LYCA,south,,A,43.18,63.5,66.04,0.6477,0.3295,0.2561,0.002927797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,8,SPAM,south,,A,81.28,86.36,124.46,1.0541,0.8727,1.2767,0.010746874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,9,LYCA,south,,A,48.26,78.74,60.96,0.6985,0.3832,0.3329,0.003580262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,1,SAAP,central,,D,93.98,119.38,101.6,1.1049,0.9588,1.6219,0.012903573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,2,SAME,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,3,AGSH,south,,A,10.16,25.4,25.4,0.254,0.0507,0.0093,0.000299678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,4,LYCA,south,,D,71.12,99.06,63.5,0.8128,0.5189,0.6642,0.005915341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,5,SODO,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,6,BAPI,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,7,PEAR,south,,A,101.6,144.78,132.08,1.3843,1.5050,2.7524,0.02128677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,8,BOBA,central,,A,86.36,86.36,91.44,0.889,0.6207,0.9649,0.007927808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,9,EUMI,south,,D,55.88,40.64,35.56,0.381,0.1140,0.1147,0.001143387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,1,ACGL,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,2,HEWH,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,3,ISME,central,,A,106.68,60.96,91.44,0.762,0.4560,0.8757,0.006658487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,4,ARCA,central,,D,137.16,139.7,111.76,1.2573,1.2415,3.0652,0.021533478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,5,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,6,STPU,central,,A,48.26,33.02,15.24,0.2413,0.0457,0.0397,0.000427264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,7,PEAR,south,,A,53.34,38.1,33.02,0.3556,0.0993,0.0954,0.000973315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,8,ARCA,central,,D,81.28,167.64,106.68,1.3716,1.4775,2.1617,0.018195898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,9,BRCA,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,1,EPCA,central,,D,57.15,111.76,119.38,1.1557,1.0490,1.0791,0.010640331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,2,ACGL,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,3,STPU,central,,A,60.96,35.56,40.64,0.381,0.1140,0.1251,0.001195511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,4,AMFR,south,,A,55.88,27.94,22.86,0.254,0.0507,0.0510,0.000508172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,5,ERFA,central,,D,91.44,172.72,190.5,1.8161,2.5903,4.2635,0.034269148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,6,SAME,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,7,STPU,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,8,STPU,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,N,9,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,1,EPCA,central,,D,53.34,93.98,134.62,1.143,1.0261,0.9851,0.010055929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,2,STPU,,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,3,STPU,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,4,ERFA,central,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,5,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,6,CAMA,central,,A,49.53,106.68,93.98,1.0033,0.7906,0.7048,0.007476946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,7,ENCA,central,,A,38.1,63.5,33.02,0.4826,0.1829,0.1254,0.001541799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,8,ENCA,central,,D,68.58,106.68,99.06,1.0287,0.8311,1.0259,0.009285243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,O,9,SODO,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,1,STPU,central,SB,D,58.42,2.54,1.27,0.01905,0.0003,0.0003,2.92362E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,2,STPU,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,3,STPU,central,,D,48.26,25.4,30.48,0.2794,0.0613,0.0533,0.000572842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,4,BEEM,south,,D,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,5,BEEM,south,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,6,COFI,central,,D,11.43,15.24,17.78,0.1651,0.0214,0.0044,0.000129061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,7,HEWH,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,8,BRCA,central,,A,68.58,106.68,40.64,0.7366,0.4261,0.5260,0.004760792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,P,9,SAAP,central,,A,180.34,256.54,274.32,2.6543,5.5332,17.9615,0.11747335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,1,STPU,central,IRV,A,8.89,3.81,2.54,0.03175,0.0008,0.0001,4.59198E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,2,STPU,central,SD,D,58.42,38.1,35.56,0.3683,0.1065,0.1120,0.001092785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,3,AGSH,south,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,4,LYCA,south,,A,33.02,73.66,91.44,0.8255,0.5352,0.3181,0.004266459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,5,EUMI,south,,D,45.72,88.9,78.74,0.8382,0.5518,0.4541,0.005029439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,6,COFI,central,,A,0,0,0,0,0.0000,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,7,AGSH,south,,A,27.94,30.48,22.86,0.2667,0.0559,0.0281,0.000419787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,8,LYCA,south,,A,38.1,83.82,53.34,0.6858,0.3694,0.2533,0.003113494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,Q,9,SAAP,central,,A,83.82,160.02,101.6,1.3081,1.3439,2.0276,0.016857303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,R,1,LEGI,central,,D,30.48,15.24,10.16,0.127,0.0127,0.0069,9.80855E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
